Courant;Position;Vitesse 
0;175;227 
0;173;226 
0;171;226 
0;169;233 
0;167;233 
0;165;240 
0;163;240 
0;161;244 
0;159;244 
0;157;255 
0;156;255 
0;154;263 
0;152;263 
0;150;271 
0;148;271 
0;147;271 
0;145;280 
0;144;280 
0;142;285 
0;140;285 
0;139;285 
0;137;299 
0;136;299 
0;134;309 
0;132;309 
0;131;309 
0;129;321 
0;128;321 
0;127;321 
0;125;334 
0;124;334 
0;123;334 
0;121;342 
0;120;342 
0;119;342 
0;117;360 
0;116;360 
0;115;360 
0;113;375 
0;112;375 
0;111;375 
0;109;393 
0;108;393 
0;108;393 
0;106;413 
0;105;413 
0;104;413 
0;103;413 
0;102;429 
0;100;429 
0;100;429 
0;99;429 
0;97;458 
0;96;458 
0;96;458 
0;95;458 
0;94;488 
0;92;488 
0;92;488 
0;91;488 
0;90;522 
0;89;522 
0;88;522 
0;88;522 
0;87;522 
0;86;566 
0;85;566 
0;84;566 
0;84;566 
0;83;566 
0;82;608 
0;81;608 
0;80;608 
0;80;608 
0;79;608 
0;79;608 
0;77;676 
0;77;676 
0;76;676 
0;76;676 
0;75;676 
0;75;676 
0;74;766 
0;73;766 
0;73;766 
0;72;766 
0;72;766 
0;72;766 
0;71;766 
0;70;878 
0;70;878 
0;69;878 
0;68;878 
0;68;878 
0;68;878 
0;68;878 
0;67;878 
0;67;878 
0;66;1052 
0;66;1052 
0;65;1052 
0;65;1052 
0;64;1052 
0;64;1052 
0;64;1052 
0;64;1052 
0;63;1052 
0;63;1052 
0;63;1052 
0;62;1328 
0;62;1328 
0;61;1328 
0;61;1328 
0;61;1328 
0;60;1328 
0;60;1328 
0;60;1328 
0;60;1328 
0;60;1328 
0;60;1328 
0;60;1328 
0;59;1328 
0;59;1328 
0;59;1328 
0;59;1328 
0;59;1328 
0;59;1328 
0;58;2088 
0;58;2088 
0;58;2088 
0;58;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
0;57;2088 
